Cause,AreaCode,Sex,Deaths,LitresPerCapita,Population
PercentLiverCirrhosis,STP,Male,53.85,7.95,63.046
PercentLiverCirrhosis,SAU,Both,4.66,0.0,22625.752
PercentLiverCirrhosis,SAU,Female,2.71,0.0,8009.462
PercentLiverCirrhosis,SAU,Male,5.74,0.0,14616.291
PercentLiverCirrhosis,SEN,Both,12.54,0.41,9671.2
PercentLiverCirrhosis,SEN,Female,10.09,0.11,4859.102
PercentLiverCirrhosis,SEN,Male,14.17,0.73,4812.096
PercentLiverCirrhosis,SYC,Both,69.54,11.99,93.256
PercentLiverCirrhosis,SYC,Female,53.03,4.72,41.445
PercentLiverCirrhosis,SYC,Male,75.86,18.41,51.812
PercentLiverCirrhosis,SLE,Both,12.69,0.26,4623.621
PercentLiverCirrhosis,SLE,Female,12.72,0.066,2335.732
PercentLiverCirrhosis,SLE,Male,12.66,0.47,2287.893
PercentLiverCirrhosis,SGP,Both,29.33,1.87,4977.1359999999995
PercentLiverCirrhosis,SGP,Female,31.61,0.8,2400.092
PercentLiverCirrhosis,SGP,Male,28.19,2.85,2577.04
PercentLiverCirrhosis,SVK,Both,72.3,10.48,4589.745
PercentLiverCirrhosis,SVK,Female,62.42,4.61,2369.33
PercentLiverCirrhosis,SVK,Male,76.02,16.74,2220.414
PercentLiverCirrhosis,SVN,Both,70.65,10.98,1768.684
PercentLiverCirrhosis,SVN,Female,59.27,4.69,887.956
PercentLiverCirrhosis,SVN,Male,75.35,17.33,880.729
PercentLiverCirrhosis,SLB,Both,25.76,1.62,446.247
PercentLiverCirrhosis,SLB,Female,21.98,0.55,219.261
PercentLiverCirrhosis,SLB,Male,27.18,2.65,226.989
PercentLiverCirrhosis,SOM,Both,3.22,0.0,8474.280999999999
PercentLiverCirrhosis,SOM,Female,1.84,0.0,4277.21
PercentLiverCirrhosis,SOM,Male,3.76,0.0,4197.076
PercentLiverCirrhosis,ZAF,Both,63.72,8.77,43242.921
PercentLiverCirrhosis,ZAF,Female,48.92,2.93,22604.396
PercentLiverCirrhosis,ZAF,Male,72.19,15.2,20638.525
PercentLiverCirrhosis,ESP,Both,69.75,10.91,40581.315
PercentLiverCirrhosis,ESP,Female,59.46,4.92,20810.189
PercentLiverCirrhosis,ESP,Male,73.45,17.26,19771.131
PercentLiverCirrhosis,LKA,Both,34.22,2.83,17109.448
PercentLiverCirrhosis,LKA,Female,24.6,1.02,8946.803
PercentLiverCirrhosis,LKA,Male,37.4,4.83,8162.649
PercentLiverCirrhosis,SDN,Both,9.38,0.005,26563.731
PercentLiverCirrhosis,SDN,Female,8.33,0.001,13568.498
PercentLiverCirrhosis,SDN,Male,10.18,0.009,12995.231
PercentLiverCirrhosis,SUR,Both,56.4,6.63,441.216
PercentLiverCirrhosis,SUR,Female,41.5,2.57,221.006
PercentLiverCirrhosis,SUR,Male,63.89,10.77,220.209
PercentLiverCirrhosis,SWE,Both,64.42,9.3,8451.836
PercentLiverCirrhosis,SWE,Female,56.35,4.18,4222.661
PercentLiverCirrhosis,SWE,Male,68.63,14.42,4229.181
PercentLiverCirrhosis,CHE,Both,68.23,10.4,7288.217
PercentLiverCirrhosis,CHE,Female,60.1,4.77,3696.181
PercentLiverCirrhosis,CHE,Male,72.08,16.19,3592.035
PercentLiverCirrhosis,SYR,Both,6.1,0.2,13004.899
PercentLiverCirrhosis,SYR,Female,4.07,0.044,6593.937
PercentLiverCirrhosis,SYR,Male,7.94,0.36,6410.963
PercentLiverCirrhosis,TJK,Both,27.78,0.87,6068.67
PercentLiverCirrhosis,TJK,Female,21.47,0.24,3136.026
PercentLiverCirrhosis,TJK,Male,32.93,1.5,2932.643
PercentLiverCirrhosis,THA,Both,60.61,7.85,59684.312
PercentLiverCirrhosis,THA,Female,42.84,3.04,30752.594
PercentLiverCirrhosis,THA,Male,68.42,13.01,28931.715
PercentLiverCirrhosis,TLS,Both,12.81,0.4,825.0939999999999
PercentLiverCirrhosis,TLS,Female,14.03,0.15,410.057
PercentLiverCirrhosis,TLS,Male,12.17,0.65,415.041
PercentLiverCirrhosis,TGO,Both,22.28,1.42,4999.415
PercentLiverCirrhosis,TGO,Female,22.39,0.52,2493.58
PercentLiverCirrhosis,TGO,Male,22.22,2.31,2505.834
PercentLiverCirrhosis,TON,Both,13.5,0.38,67.641
PercentLiverCirrhosis,TON,Female,14.28,0.13,35.766
PercentLiverCirrhosis,TON,Male,13.13,0.64,31.876
PercentLiverCirrhosis,TTO,Both,54.42,6.06,1205.171
PercentLiverCirrhosis,TTO,Female,42.44,2.42,611.535
PercentLiverCirrhosis,TTO,Male,59.26,9.86,593.636
PercentLiverCirrhosis,TUN,Both,27.06,2.01,8893.075
PercentLiverCirrhosis,TUN,Female,15.52,0.49,4541.702
PercentLiverCirrhosis,TUN,Male,35.77,3.61,4351.372
PercentLiverCirrhosis,TKM,Both,46.41,2.93,4703.612
PercentLiverCirrhosis,TKM,Female,29.8,0.84,2447.629
PercentLiverCirrhosis,TKM,Male,55.76,5.12,2255.985
PercentLiverCirrhosis,TUR,Both,27.09,1.82,65757.985
PercentLiverCirrhosis,TUR,Female,15.68,0.44,33072.52
PercentLiverCirrhosis,TUR,Male,38.51,3.21,32685.468
PercentLiverCirrhosis,UGA,Both,68.25,12.21,23321.595
PercentLiverCirrhosis,UGA,Female,52.31,4.88,11918.057999999999
PercentLiverCirrhosis,UGA,Male,76.45,19.93,11403.535
PercentLiverCirrhosis,UKR,Both,52.06,8.7,38046.784
PercentLiverCirrhosis,UKR,Female,58.47,3.82,20653.65
PercentLiverCirrhosis,UKR,Male,49.19,14.57,17393.134
PercentLiverCirrhosis,ARE,Both,30.7,2.37,7816.491
PercentLiverCirrhosis,ARE,Female,15.32,0.41,2558.022
PercentLiverCirrhosis,ARE,Male,34.5,3.08,5258.473
PercentLiverCirrhosis,GBR,Both,70.19,10.82,55016.115
PercentLiverCirrhosis,GBR,Female,62.76,4.94,28223.102
PercentLiverCirrhosis,GBR,Male,74.47,16.95,26793.009
PercentLiverCirrhosis,TZA,Both,62.86,10.36,33379.856
PercentLiverCirrhosis,TZA,Female,45.35,3.59,17066.622
PercentLiverCirrhosis,TZA,Male,72.81,17.55,16313.235
PercentLiverCirrhosis,USA,Both,67.58,9.57,274932.605
PercentLiverCirrhosis,USA,Female,58.4,4.29,137373.842
PercentLiverCirrhosis,USA,Male,73.04,15.03,137558.758
PercentLiverCirrhosis,URY,Both,49.38,5.45,2711.822
PercentLiverCirrhosis,URY,Female,42.1,2.49,1415.42
PercentLiverCirrhosis,URY,Male,51.09,8.71,1296.405
PercentLiverCirrhosis,UZB,Both,41.6,2.6,23291.557
PercentLiverCirrhosis,UZB,Female,28.23,0.71,11678.587
PercentLiverCirrhosis,UZB,Male,51.82,4.54,11612.969
PercentLiverCirrhosis,VUT,Both,31.21,1.87,178.103
PercentLiverCirrhosis,VUT,Female,24.1,0.65,88.90899999999999
PercentLiverCirrhosis,VUT,Male,33.71,3.12,89.193
PercentLiverCirrhosis,VEN,Both,30.16,3.02,20825.159
PercentLiverCirrhosis,VEN,Female,24.97,1.16,10649.945
PercentLiverCirrhosis,VEN,Male,31.36,4.95,10175.216
PercentLiverCirrhosis,VNM,Both,63.49,9.34,73327.842
PercentLiverCirrhosis,VNM,Female,44.75,3.78,37946.043
PercentLiverCirrhosis,VNM,Male,70.51,15.26,35381.802
PercentLiverCirrhosis,YEM,Both,3.36,0.028,20578.789
PercentLiverCirrhosis,YEM,Female,2.09,0.006,10228.035
PercentLiverCirrhosis,YEM,Male,4.36,0.049,10350.751
PercentLiverCirrhosis,ZMB,Both,44.68,3.85,10412.785
PercentLiverCirrhosis,ZMB,Female,31.5,1.48,5297.648
PercentLiverCirrhosis,ZMB,Male,50.21,6.34,5115.138
PercentLiverCirrhosis,ZWE,Both,46.66,3.63,8774.58
PercentLiverCirrhosis,ZWE,Female,29.07,1.25,4796.036
PercentLiverCirrhosis,ZWE,Male,56.47,6.52,3978.548
PercentRoadTraffic,AFG,Both,0.89,0.016,20981.063000000002
PercentRoadTraffic,AFG,Female,0.6,0.004,10501.977
PercentRoadTraffic,AFG,Male,0.96,0.029,10479.081
PercentRoadTraffic,ALB,Both,18.33,5.11,2373.087
PercentRoadTraffic,ALB,Female,13.23,1.88,1211.954
PercentRoadTraffic,ALB,Male,19.81,8.36,1161.13
PercentRoadTraffic,DZA,Both,4.03,0.61,30029.437
PercentRoadTraffic,DZA,Female,2.86,0.14,14684.341999999999
PercentRoadTraffic,DZA,Male,4.53,1.07,15345.096
PercentRoadTraffic,AGO,Both,47.71,6.17,17770.089
PercentRoadTraffic,AGO,Female,43.12,2.71,9097.117
PercentRoadTraffic,AGO,Male,49.41,9.82,8672.976
PercentRoadTraffic,ARG,Both,39.34,8.04,34136.078
PercentRoadTraffic,ARG,Female,28.47,3.71,17395.831000000002
PercentRoadTraffic,ARG,Male,42.51,12.56,16740.248
PercentRoadTraffic,ARM,Both,36.25,4.98,2314.45
PercentRoadTraffic,ARM,Female,32.24,2.15,1282.318
PercentRoadTraffic,ARM,Male,37.84,8.67,1032.127
PercentRoadTraffic,AUS,Both,42.49,10.09,20727.342
PercentRoadTraffic,AUS,Female,31.86,4.74,10526.72
PercentRoadTraffic,AUS,Male,46.34,15.62,10200.626
PercentRoadTraffic,AUT,Both,40.24,11.97,7599.999
PercentRoadTraffic,AUT,Female,28.34,5.46,3890.1440000000002
PercentRoadTraffic,AUT,Male,44.26,18.81,3709.86
PercentRoadTraffic,AZE,Both,12.9,1.97,7729.785
PercentRoadTraffic,AZE,Female,8.83,0.54,4039.747
PercentRoadTraffic,AZE,Male,13.86,3.51,3690.037
PercentRoadTraffic,BHS,Both,35.17,4.39,316.336
PercentRoadTraffic,BHS,Female,26.88,1.87,166.428
PercentRoadTraffic,BHS,Male,37.39,7.2,149.907
PercentRoadTraffic,BHR,Both,10.23,1.58,1187.041
PercentRoadTraffic,BHR,Female,5.96,0.34,410.979
PercentRoadTraffic,BHR,Male,10.7,2.23,776.064
PercentRoadTraffic,BGD,Both,1.49,0.005,116303.01400000001
PercentRoadTraffic,BGD,Female,0.96,0.001,60024.854
PercentRoadTraffic,BGD,Male,1.57,0.009,56278.163
PercentRoadTraffic,BRB,Both,42.94,9.47,229.917
PercentRoadTraffic,BRB,Female,36.67,3.91,121.172
PercentRoadTraffic,BRB,Male,45.04,15.67,108.748
PercentRoadTraffic,BLR,Both,48.83,10.9,7833.906
PercentRoadTraffic,BLR,Female,47.52,4.89,4259.038
PercentRoadTraffic,BLR,Male,49.32,18.19,3574.868
PercentRoadTraffic,BEL,Both,38.27,10.28,9549.768
PercentRoadTraffic,BEL,Female,25.84,4.65,4878.579
PercentRoadTraffic,BEL,Male,42.64,16.16,4671.188
PercentRoadTraffic,BLZ,Both,37.68,5.71,272.332
PercentRoadTraffic,BLZ,Female,27.94,2.38,135.841
PercentRoadTraffic,BLZ,Male,39.36,9.04,136.493
PercentRoadTraffic,BEN,Both,33.73,8.35,7269.907
PercentRoadTraffic,BEN,Female,26.94,3.27,3663.989
PercentRoadTraffic,BEN,Male,36.08,13.52,3605.916
PercentRoadTraffic,BTN,Both,14.44,0.2,580.015
PercentRoadTraffic,BTN,Female,10.18,0.063,265.456
PercentRoadTraffic,BTN,Male,15.93,0.32,314.562
PercentRoadTraffic,BOL,Both,32.76,4.1,8018.582
PercentRoadTraffic,BOL,Female,25.21,1.9,4002.748
PercentRoadTraffic,BOL,Male,35.87,6.3,4015.83
PercentRoadTraffic,BIH,Both,20.98,6.38,2887.727
PercentRoadTraffic,BIH,Female,14.96,2.23,1534.3
PercentRoadTraffic,BIH,Male,22.7,10.75,1353.429
PercentRoadTraffic,BWA,Both,26.9,8.16,1556.204
PercentRoadTraffic,BWA,Female,19.58,2.81,784.013
PercentRoadTraffic,BWA,Male,30.58,13.82,772.192
PercentRoadTraffic,BRA,Both,34.8,7.67,163765.729
PercentRoadTraffic,BRA,Female,25.8,3.27,83764.11899999999
PercentRoadTraffic,BRA,Male,36.67,12.32,80001.607
PercentRoadTraffic,BRN,Both,12.11,0.41,345.529
PercentRoadTraffic,BRN,Female,7.77,0.14,160.665
PercentRoadTraffic,BRN,Male,12.77,0.66,184.861
PercentRoadTraffic,BGR,Both,36.0,11.92,5971.906
PercentRoadTraffic,BGR,Female,28.24,4.91,3105.245
PercentRoadTraffic,BGR,Male,38.4,19.51,2866.6639999999998
PercentRoadTraffic,BFA,Both,27.34,9.81,11633.303
PercentRoadTraffic,BFA,Female,21.23,3.31,5935.601
PercentRoadTraffic,BFA,Male,29.87,16.59,5697.701
PercentRoadTraffic,BDI,Both,27.88,4.13,6452.752
PercentRoadTraffic,BDI,Female,22.16,1.54,3283.5280000000002
PercentRoadTraffic,BDI,Male,29.8,6.81,3169.221
PercentRoadTraffic,CPV,Both,42.99,6.27,368.226
PercentRoadTraffic,CPV,Female,35.09,2.63,182.141
PercentRoadTraffic,CPV,Male,44.94,10.01,186.087
PercentRoadTraffic,KHM,Both,35.39,8.48,11318.757
PercentRoadTraffic,KHM,Female,25.98,3.43,5900.521
PercentRoadTraffic,KHM,Male,38.47,13.8,5418.239
PercentRoadTraffic,CMR,Both,39.49,10.1,14603.842
PercentRoadTraffic,CMR,Female,31.82,4.14,7374.331
PercentRoadTraffic,CMR,Male,41.0,16.18,7229.511
PercentRoadTraffic,CAN,Both,35.14,9.9,31743.916999999998
PercentRoadTraffic,CAN,Female,26.33,4.34,16062.712
PercentRoadTraffic,CAN,Male,39.28,15.59,15681.204
PercentRoadTraffic,CAF,Both,34.43,1.99,2520.804
PercentRoadTraffic,CAF,Female,29.78,0.79,1331.358
PercentRoadTraffic,CAF,Male,36.01,3.2,1189.449
PercentRoadTraffic,TCD,Both,19.07,3.73,8655.945
PercentRoadTraffic,TCD,Female,14.34,1.2,4358.13
PercentRoadTraffic,TCD,Male,20.74,6.3,4297.819
PercentRoadTraffic,CHL,Both,37.71,6.75,15607.204
PercentRoadTraffic,CHL,Female,30.06,3.09,7888.219
PercentRoadTraffic,CHL,Male,39.76,10.51,7718.982
PercentRoadTraffic,CHN,Both,22.83,5.73,1164475.504
PercentRoadTraffic,CHN,Female,14.65,2.28,576088.603
PercentRoadTraffic,CHN,Male,25.49,9.09,588386.903
PercentRoadTraffic,COL,Both,28.05,4.92,38866.97
PercentRoadTraffic,COL,Female,21.0,1.91,19840.13
PercentRoadTraffic,COL,Male,29.56,8.06,19026.838
PercentRoadTraffic,COM,Both,0.92,0.25,483.249
PercentRoadTraffic,COM,Female,0.63,0.057,242.202
PercentRoadTraffic,COM,Male,1.03,0.45,241.044
PercentRoadTraffic,COG,Both,45.41,6.4,3260.915
PercentRoadTraffic,COG,Female,41.14,2.72,1639.498
PercentRoadTraffic,COG,Male,47.58,10.13,1621.416
PercentRoadTraffic,CRI,Both,27.36,3.45,3943.185
PercentRoadTraffic,CRI,Female,20.04,1.3,2008.435
PercentRoadTraffic,CRI,Male,28.58,5.62,1934.749
PercentRoadTraffic,CIV,Both,21.01,2.8,16267.972
PercentRoadTraffic,CIV,Female,16.26,0.95,7921.0560000000005
PercentRoadTraffic,CIV,Male,22.54,4.61,8346.914
PercentRoadTraffic,HRV,Both,37.62,8.54,3406.9249999999997
PercentRoadTraffic,HRV,Female,27.49,3.68,1784.931
PercentRoadTraffic,HRV,Male,40.35,13.79,1621.992
PercentRoadTraffic,CUB,Both,34.57,6.01,9415.823
PercentRoadTraffic,CUB,Female,28.54,2.34,4788.602
PercentRoadTraffic,CUB,Male,36.0,9.77,4627.215
PercentRoadTraffic,CYP,Both,29.68,8.05,1081.727
PercentRoadTraffic,CYP,Female,18.52,3.43,538.357
PercentRoadTraffic,CYP,Male,32.45,12.7,543.37
PercentRoadTraffic,CZE,Both,46.01,13.29,8875.45
PercentRoadTraffic,CZE,Female,37.77,5.84,4534.5779999999995
PercentRoadTraffic,CZE,Male,48.62,21.09,4340.874
PercentRoadTraffic,PRK,Both,28.65,4.29,21059.593
PercentRoadTraffic,PRK,Female,20.67,1.73,10782.187
PercentRoadTraffic,PRK,Male,31.24,6.97,10277.405
PercentRoadTraffic,COD,Both,40.43,2.12,50212.340000000004
PercentRoadTraffic,COD,Female,37.88,0.86,25499.989
PercentRoadTraffic,COD,Male,41.41,3.41,24712.349000000002
PercentRoadTraffic,DNK,Both,35.43,9.4,4859.357
PercentRoadTraffic,DNK,Female,22.99,4.29,2456.513
PercentRoadTraffic,DNK,Male,40.37,14.64,2402.841
PercentRoadTraffic,DJI,Both,3.7,0.4,744.945
PercentRoadTraffic,DJI,Female,2.45,0.098,378.505
PercentRoadTraffic,DJI,Male,4.09,0.72,366.444
PercentRoadTraffic,DOM,Both,37.44,6.76,7849.813
PercentRoadTraffic,DOM,Female,27.56,2.82,3975.894
PercentRoadTraffic,DOM,Male,39.03,10.7,3873.92
PercentRoadTraffic,ECU,Both,34.93,3.26,12682.634
PercentRoadTraffic,ECU,Female,28.14,1.49,6397.755
PercentRoadTraffic,ECU,Male,36.75,5.05,6284.8769999999995
PercentRoadTraffic,EGY,Both,2.92,0.15,71262.459
PercentRoadTraffic,EGY,Female,2.64,0.035,35528.111
PercentRoadTraffic,EGY,Male,3.02,0.26,35734.354
PercentRoadTraffic,SLV,Both,22.61,3.28,4562.525
PercentRoadTraffic,SLV,Female,18.1,1.32,2459.448
PercentRoadTraffic,SLV,Male,23.86,5.56,2103.08
PercentRoadTraffic,GNQ,Both,47.9,6.94,1035.758
PercentRoadTraffic,GNQ,Female,42.77,2.79,470.72499999999997
PercentRoadTraffic,GNQ,Male,49.36,10.42,565.032
PercentRoadTraffic,ERI,Both,10.56,1.23,1912.005
PercentRoadTraffic,ERI,Female,7.56,0.37,985.537
PercentRoadTraffic,ERI,Male,11.61,2.15,926.465
PercentRoadTraffic,EST,Both,49.11,11.26,1108.758
PercentRoadTraffic,EST,Female,47.79,5.11,593.409
PercentRoadTraffic,EST,Male,49.74,18.4,515.352
PercentRoadTraffic,SWZ,Both,27.48,8.09,765.533
PercentRoadTraffic,SWZ,Female,19.63,2.73,394.882
PercentRoadTraffic,SWZ,Male,29.1,13.66,370.654
PercentRoadTraffic,ETH,Both,15.23,3.36,68446.215
PercentRoadTraffic,ETH,Female,11.02,1.04,34495.164
PercentRoadTraffic,ETH,Male,16.7,5.71,33951.051
PercentRoadTraffic,FJI,Both,25.72,3.45,653.037
PercentRoadTraffic,FJI,Female,22.92,1.16,330.192
PercentRoadTraffic,FJI,Male,26.71,5.74,322.844
PercentRoadTraffic,FIN,Both,39.98,9.16,4645.117
PercentRoadTraffic,FIN,Female,28.31,4.14,2367.511
PercentRoadTraffic,FIN,Male,43.92,14.38,2277.611
PercentRoadTraffic,FRA,Both,38.82,11.3,54155.325
PercentRoadTraffic,FRA,Female,34.14,5.14,28246.936999999998
PercentRoadTraffic,FRA,Male,40.45,18.04,25908.388
PercentRoadTraffic,GAB,Both,44.36,7.33,1433.743
PercentRoadTraffic,GAB,Female,38.54,2.94,696.992
PercentRoadTraffic,GAB,Male,45.94,11.46,736.749
PercentRoadTraffic,GMB,Both,11.99,1.11,1414.539
PercentRoadTraffic,GMB,Female,8.9,0.34,718.414
PercentRoadTraffic,GMB,Male,12.96,1.91,696.129
PercentRoadTraffic,GEO,Both,40.52,14.33,3006.884
PercentRoadTraffic,GEO,Female,32.11,5.86,1645.649
PercentRoadTraffic,GEO,Male,42.82,24.31,1361.239
PercentRoadTraffic,DEU,Both,38.67,12.22,72142.83
PercentRoadTraffic,DEU,Female,26.73,5.49,36746.308
PercentRoadTraffic,DEU,Male,42.58,19.22,35396.523
PercentRoadTraffic,GHA,Both,31.99,4.55,19520.811
PercentRoadTraffic,GHA,Female,25.52,1.75,9837.911
PercentRoadTraffic,GHA,Male,33.47,7.41,9682.899
PercentRoadTraffic,GRC,Both,34.56,7.12,9186.284
PercentRoadTraffic,GRC,Female,24.6,3.12,4784.479
PercentRoadTraffic,GRC,Male,36.97,11.34,4401.804
PercentRoadTraffic,GRD,Both,42.75,8.06,91.383
PercentRoadTraffic,GRD,Female,31.56,3.31,45.507999999999996
PercentRoadTraffic,GRD,Male,43.54,12.84,45.877
PercentRoadTraffic,GTM,Both,21.46,1.63,11228.55
PercentRoadTraffic,GTM,Female,14.72,0.63,5716.077
PercentRoadTraffic,GTM,Male,22.71,2.67,5512.472
PercentRoadTraffic,GIN,Both,7.83,0.47,7507.003
PercentRoadTraffic,GIN,Female,5.73,0.13,3888.5519999999997
PercentRoadTraffic,GIN,Male,8.81,0.83,3618.45
PercentRoadTraffic,GNB,Both,22.14,4.14,1162.339
PercentRoadTraffic,GNB,Female,17.2,1.4,599.495
PercentRoadTraffic,GNB,Male,24.2,7.07,562.849
PercentRoadTraffic,GUY,Both,30.34,5.35,571.391
PercentRoadTraffic,GUY,Female,20.96,2.19,294.975
PercentRoadTraffic,GUY,Male,31.66,8.71,276.414
PercentRoadTraffic,HTI,Both,29.71,3.45,7447.965
PercentRoadTraffic,HTI,Female,22.92,1.4,3782.429
PercentRoadTraffic,HTI,Male,32.0,5.57,3665.544
PercentRoadTraffic,HND,Both,22.11,3.17,6698.103
PercentRoadTraffic,HND,Female,19.08,1.22,3348.448
PercentRoadTraffic,HND,Male,23.65,5.1,3349.6549999999997
PercentRoadTraffic,HUN,Both,41.77,10.6,8348.799
PercentRoadTraffic,HUN,Female,33.84,4.68,4400.679
PercentRoadTraffic,HUN,Male,44.91,17.22,3948.123
PercentRoadTraffic,ISL,Both,44.19,8.07,292.626
PercentRoadTraffic,ISL,Female,36.37,3.7,142.645
PercentRoadTraffic,ISL,Male,45.8,12.28,149.986
PercentRoadTraffic,IND,Both,25.33,4.92,1016321.205
PercentRoadTraffic,IND,Female,17.93,1.56,493792.266
PercentRoadTraffic,IND,Male,27.29,8.1,522528.941
PercentRoadTraffic,IDN,Both,3.12,0.11,201391.576
PercentRoadTraffic,IDN,Female,2.14,0.027,100950.48300000001
PercentRoadTraffic,IDN,Male,3.38,0.19,100441.096
PercentRoadTraffic,IRN,Both,1.24,0.7,66234.921
PercentRoadTraffic,IRN,Female,0.66,0.15,32616.401
PercentRoadTraffic,IRN,Male,1.4,1.25,33618.522
PercentRoadTraffic,IRQ,Both,3.37,0.24,25163.845
PercentRoadTraffic,IRQ,Female,2.31,0.061,12750.066
PercentRoadTraffic,IRQ,Male,3.71,0.43,12413.78
PercentRoadTraffic,IRL,Both,45.95,11.7,3926.436
PercentRoadTraffic,IRL,Female,36.88,5.58,1998.536
PercentRoadTraffic,IRL,Male,49.55,18.06,1927.899
PercentRoadTraffic,ISR,Both,23.4,3.01,6222.604
PercentRoadTraffic,ISR,Female,17.24,1.28,3171.619
PercentRoadTraffic,ISR,Male,24.7,4.78,3050.987
PercentRoadTraffic,ITA,Both,35.5,7.97,52298.848999999995
PercentRoadTraffic,ITA,Female,24.26,3.54,27001.207000000002
PercentRoadTraffic,ITA,Male,38.82,12.72,25297.645
PercentRoadTraffic,JAM,Both,24.6,3.6,2226.776
PercentRoadTraffic,JAM,Female,20.24,1.44,1131.526
PercentRoadTraffic,JAM,Male,26.42,5.83,1095.251
PercentRoadTraffic,JPN,Both,35.46,6.68,111031.064
PercentRoadTraffic,JPN,Female,26.21,2.89,57175.537
PercentRoadTraffic,JPN,Male,39.94,10.74,53855.529
PercentRoadTraffic,JOR,Both,3.39,0.31,7120.015
PercentRoadTraffic,JOR,Female,2.34,0.072,3397.022
PercentRoadTraffic,JOR,Male,3.72,0.52,3722.998
PercentRoadTraffic,KAZ,Both,18.36,4.52,13636.155
PercentRoadTraffic,KAZ,Female,17.18,1.43,7206.807
PercentRoadTraffic,KAZ,Male,18.82,8.06,6429.349
PercentRoadTraffic,KEN,Both,18.59,2.87,30788.828
PercentRoadTraffic,KEN,Female,14.54,1.0,15569.702000000001
PercentRoadTraffic,KEN,Male,19.84,4.78,15219.126
PercentRoadTraffic,KIR,Both,21.37,0.76,80.381
PercentRoadTraffic,KIR,Female,14.22,0.26,42.489
PercentRoadTraffic,KIR,Male,22.76,1.31,37.893
PercentRoadTraffic,KWT,Both,0.46,0.0,3519.214
PercentRoadTraffic,KWT,Female,0.3,0.0,1283.693
PercentRoadTraffic,KWT,Male,0.47,0.0,2235.521
PercentRoadTraffic,KGZ,Both,16.33,4.95,4376.389
PercentRoadTraffic,KGZ,Female,12.45,1.47,2245.301
PercentRoadTraffic,KGZ,Male,17.62,8.7,2131.088
PercentRoadTraffic,LAO,Both,41.88,11.52,4927.323
PercentRoadTraffic,LAO,Female,33.07,4.85,2463.817
PercentRoadTraffic,LAO,Male,44.87,18.15,2463.51
PercentRoadTraffic,LVA,Both,51.21,13.09,1609.128
PercentRoadTraffic,LVA,Female,50.4,5.99,883.3580000000001
PercentRoadTraffic,LVA,Male,51.46,21.73,725.772
PercentRoadTraffic,LBN,Both,8.17,1.48,4177.424
PercentRoadTraffic,LBN,Female,5.68,0.4,2185.58
PercentRoadTraffic,LBN,Male,8.7,2.65,1991.843
PercentRoadTraffic,LSO,Both,24.05,4.54,1412.434
PercentRoadTraffic,LSO,Female,18.04,1.43,737.961
PercentRoadTraffic,LSO,Male,25.61,7.79,674.475
PercentRoadTraffic,LBR,Both,26.59,3.64,2939.626
PercentRoadTraffic,LBR,Female,21.1,1.43,1490.202
PercentRoadTraffic,LBR,Male,28.84,5.94,1449.424
PercentRoadTraffic,LBY,Both,0.53,0.008,4873.854
PercentRoadTraffic,LBY,Female,0.4,0.002,2398.542
PercentRoadTraffic,LBY,Male,0.57,0.015,2475.314
PercentRoadTraffic,LTU,Both,49.9,11.79,2372.721
PercentRoadTraffic,LTU,Female,48.43,5.39,1288.993
PercentRoadTraffic,LTU,Male,50.42,19.34,1083.73
PercentRoadTraffic,LUX,Both,46.85,11.53,520.818
PercentRoadTraffic,LUX,Female,37.1,5.44,259.795
PercentRoadTraffic,LUX,Male,50.61,17.6,261.022
PercentRoadTraffic,MDG,Both,17.97,1.02,16748.017
PercentRoadTraffic,MDG,Female,14.15,0.35,8398.624
PercentRoadTraffic,MDG,Male,19.65,1.69,8349.393
PercentRoadTraffic,MWI,Both,22.0,3.24,10717.457
PercentRoadTraffic,MWI,Female,17.02,1.16,5587.527
PercentRoadTraffic,MWI,Male,23.22,5.52,5129.932
PercentRoadTraffic,MYS,Both,7.64,0.76,25256.307
PercentRoadTraffic,MYS,Female,4.91,0.21,11910.652
PercentRoadTraffic,MYS,Male,8.19,1.29,13345.653
PercentRoadTraffic,MDV,Both,4.75,1.43,382.037
PercentRoadTraffic,MDV,Female,2.95,0.27,140.198
PercentRoadTraffic,MDV,Male,5.19,2.22,241.845
PercentRoadTraffic,MLI,Both,14.94,4.35,11043.866
PercentRoadTraffic,MLI,Female,11.04,1.22,5476.6759999999995
PercentRoadTraffic,MLI,Male,16.74,7.42,5567.188999999999
PercentRoadTraffic,MLT,Both,40.83,8.52,435.697
PercentRoadTraffic,MLT,Female,30.98,3.79,212.276
PercentRoadTraffic,MLT,Male,45.99,13.03,223.426
PercentRoadTraffic,MRT,Both,1.35,0.0,2502.643
PercentRoadTraffic,MRT,Female,0.96,0.0,1310.868
PercentRoadTraffic,MRT,Male,1.58,0.0,1191.778
PercentRoadTraffic,MUS,Both,28.15,7.52,1069.248
PercentRoadTraffic,MUS,Female,18.79,2.75,531.838
PercentRoadTraffic,MUS,Male,29.68,12.45,537.411
PercentRoadTraffic,MEX,Both,30.33,5.72,92628.495
PercentRoadTraffic,MEX,Female,24.97,2.3,48295.902
PercentRoadTraffic,MEX,Male,31.65,9.38,44332.593
PercentRoadTraffic,FSM,Both,24.97,2.12,73.815
PercentRoadTraffic,FSM,Female,17.96,0.72,37.525
PercentRoadTraffic,FSM,Male,27.98,3.53,36.293
